管理者種別番号,鉄道駅通し番号,鉄道駅内トイレ通し番号,鉄道会社名,路線名,鉄道駅名,都道府県,市区町村・番地,ビル建物名,トイレ名,設置フロア,経度,緯度,座標系,性別の分け,トイレへの誘導路として点字ブロックを敷設している,トイレの位置等を音声で案内している,戸の形式,車椅子が出入りできる（出入口の有効幅員80cm以上）,車椅子が転回できる（直径150cm以上の円が内接できる）,便座に背もたれがある,便座に手すりがある,オストメイト用設備がある,オストメイト用設備が温水対応している,大型ベッドを備えている,乳幼児用おむつ交換台等を備えている,乳幼児用椅子を備えている,非常用呼び出しボタンを設置している,月曜日,火曜日,水曜日,木曜日,金曜日,土曜日,日曜日,祝日,その他,写真データ（トイレの入り口）,写真データ（トイレ内）,写真データ（トイレ内（別角度））,備考,データの作成年月,データの変更年月,データの削除年月
9,14,1,東急電鉄,東横線/目黒線,田園調布,東京都,大田区田園調布3丁目25番18号,,多機能お手洗い,1F,139.667202,35.596721,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,○,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_014_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_014_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_014_01_3.jpg,,201901,,
9,15,1,東急電鉄,東横線/目黒線/東急多摩川線,多摩川,東京都,大田区田園調布1丁目53番8号,,多機能お手洗い,1F,139.668787,35.589053,JGD2011,共用,○,○,C.手動引き戸,○,○,×,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_015_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_015_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_015_01_3.jpg,,201901,,
9,16,5,東急電鉄,東横線/田園都市線,渋谷,東京都,渋谷区道玄坂2丁目1番1号,,多目的トイレ（共用）（ラウンジトイレ）,B1F,139.699624,35.659547,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_016_05_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_016_05_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_016_05_3.jpg,改札外に設置、トイレ利用時は押しボタンの代わりにあるインターホンを使って解錠してもらう。,201901,,
9,16,6,東急電鉄,東横線/田園都市線,渋谷,東京都,渋谷区道玄坂2丁目1番1号,,多機能お手洗い（共用）（道玄坂トイレ）,B2F,139.699624,35.659547,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_016_06_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_016_06_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_016_06_3.jpg,,201901,,
9,17,1,東急電鉄,田園都市線,池尻大橋,東京都,世田谷区池尻3丁目2番地,,多機能お手洗い,B2F,139.684317,35.650613,JGD2011,共用,○,○,C.手動引き戸,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_017_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_017_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_017_01_3.jpg,,201901,,
9,18,1,東急電鉄,世田谷線/田園都市線,三軒茶屋,東京都,世田谷区太子堂2丁目15番地,,多機能お手洗い,B1F,139.671153,35.64352,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_018_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_018_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_018_01_3.jpg,,201901,202111,
9,19,1,東急電鉄,田園都市線,駒沢大学,東京都,世田谷区上馬4丁目3番地,,多機能お手洗い,B1F,139.661197,35.633214,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,○,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_019_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_019_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_019_01_3.jpg,,201901,202211,
9,20,1,東急電鉄,田園都市線,桜新町,東京都,世田谷区桜新町2丁目8番地,,多機能お手洗い,B1F,139.644514,35.631651,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,○,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_020_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_020_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_020_01_3.jpg,,201901,202011,
9,20,2,東急電鉄,田園都市線,桜新町,東京都,世田谷区桜新町2丁目8番地,,多機能お手洗い,B1F,139.644545,35.631654,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,○,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,,,,改修工事完了（2021年2月16日供用開始済み）,201901,202011,
9,21,1,東急電鉄,田園都市線,用賀,東京都,世田谷区用賀2丁目39番地,,多機能お手洗い,B1F,139.633782,35.626515,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,○,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_021_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_021_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_021_01_3.jpg,,201901,202011,
9,21,2,東急電鉄,田園都市線,用賀,東京都,世田谷区用賀2丁目39番地,,多機能お手洗い,B1F,139.633812,35.626495,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,○,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_021_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_021_02_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_021_02_3.jpg,,201901,202011,
9,22,1,東急電鉄,田園都市線/大井町線,二子玉川,東京都,世田谷区玉川2丁目22番13号,,多機能お手洗,1F,139.627161,35.612312,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_022_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_022_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_022_01_3.jpg,,201901,,
9,22,2,東急電鉄,田園都市線/大井町線,二子玉川,東京都,世田谷区玉川2丁目22番13号,,多機能お手洗,1F,139.627172,35.61232,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,○,×,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_022_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_022_02_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_022_02_3.jpg,,201901,,
9,23,1,東急電鉄,田園都市線,つくし野,東京都,町田市つくし野4丁目1番地,,多機能お手洗い,1F,139.485224,35.527573,JGD2011,男性用,○,○,C.手動引き戸,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_023_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_023_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_023_01_3.jpg,,201901,,
9,23,2,東急電鉄,田園都市線,つくし野,東京都,町田市つくし野4丁目1番地,,多機能お手洗い,1F,139.485231,35.527606,JGD2011,女性用,○,○,C.手動引き戸,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_023_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_023_02_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_023_02_3.jpg,,201901,,
9,24,1,東急電鉄,田園都市線,すずかけ台,東京都,町田市南つくし野3丁目1番地,,多機能お手洗,1F,139.481561,35.517007,JGD2011,共用,○,○,C.手動引き戸,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_024_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_024_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_024_01_3.jpg,,201901,,
9,25,1,東急電鉄,田園都市線,南町田グランベリーパーク,東京都,町田市鶴間3丁目3番2号,,多機能お手洗い,1F,139.471039,35.511548,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,○,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_025_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_025_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_025_01_3.jpg,,201901,202011,
9,26,1,東急電鉄,大井町線,大井町,東京都,品川区大井1丁目1番1号,,多機能お手洗,1F,139.73453,35.607764,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,○,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_026_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_026_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_026_01_3.jpg,,201901,202011,
9,26,2,東急電鉄,大井町線,大井町,東京都,品川区大井1丁目1番1号,,多機能お手洗,1F,139.734481,35.607766,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,○,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_026_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_026_02_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_026_02_3.jpg,,201901,202011,
9,27,1,東急電鉄,大井町線,下神明,東京都,品川区西品川1丁目29番6号,,多機能お手洗,1F,139.726133,35.608872,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_027_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_027_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_027_01_3.jpg,,201901,,
9,28,1,東急電鉄,大井町線,戸越公園,東京都,品川区戸越5丁目10番15号,,多機能お手洗,1F,139.718239,35.608832,JGD2011,共用,○,○,C.手動引き戸,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_028_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_028_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_028_01_3.jpg,,201901,,
9,29,1,東急電鉄,大井町線,中延,東京都,品川区中延4丁目5番5号,,多機能お手洗,1F,139.712664,35.605803,JGD2011,男性用,○,○,C.手動引き戸,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_029_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_029_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_029_01_3.jpg,,201901,,
9,29,2,東急電鉄,大井町線,中延,東京都,品川区中延4丁目5番5号,,多機能お手洗,1F,139.712697,35.605826,JGD2011,女性用,○,○,C.手動引き戸,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_029_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_029_02_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_029_02_3.jpg,,201901,,
9,30,1,東急電鉄,大井町線,荏原町,東京都,品川区中延5丁目2番1号,,多機能お手洗,1F,139.707573,35.603798,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_030_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_030_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_030_01_3.jpg,,201901,202111,
9,31,1,東急電鉄,大井町線/池上線,旗の台,東京都,品川区旗の台2丁目13番1号,,多機能お手洗,1F,139.702342,35.604966,JGD2011,男性用,○,×,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_031_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_031_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_031_01_3.jpg,,201901,,
9,31,2,東急電鉄,大井町線/池上線,旗の台,東京都,品川区旗の台2丁目13番1号,,多機能お手洗,1F,139.702373,35.604947,JGD2011,女性用,○,×,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_031_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_031_02_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_031_02_3.jpg,,201901,,
9,32,1,東急電鉄,大井町線,北千束,東京都,大田区北千束2丁目16番1号,,多機能お手洗,1F,139.692886,35.606469,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_032_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_032_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_032_01_3.jpg,,201901,,
9,33,1,東急電鉄,大井町線,緑が丘,東京都,目黒区緑が丘3丁目1番12号,,多機能お手洗い,1F,139.679294,35.606484,JGD2011,男性用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_033_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_033_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_033_01_3.jpg,,201901,,
9,33,2,東急電鉄,大井町線,緑が丘,東京都,目黒区緑が丘3丁目1番12号,,多機能お手洗い,1F,139.67923,35.606511,JGD2011,女性用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_033_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_033_02_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_033_02_3.jpg,,201901,,
9,34,1,東急電鉄,東横線/大井町線,自由が丘,東京都,目黒区自由が丘1丁目9番8号,,多機能お手洗い,1F,139.669333,35.607507,JGD2011,共用,×,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_034_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_034_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_034_01_3.jpg,,201901,202111,
9,34,2,東急電鉄,東横線/大井町線,自由が丘,東京都,目黒区自由が丘1丁目9番8号,,多機能お手洗い,1F,139.669204,35.607648,JGD2011,共用,×,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_034_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_034_02_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_034_02_3.jpg,,201901,202111,
9,35,1,東急電鉄,大井町線,九品仏,東京都,世田谷区奥沢7丁目20番1号,,多機能お手洗い,1F,139.66105,35.605439,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_035_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_035_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_035_01_3.jpg,,201901,202111,
9,35,2,東急電鉄,大井町線,九品仏,東京都,世田谷区奥沢7丁目20番1号,,多機能お手洗い,1F,139.661016,35.605445,JGD2011,女性用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_035_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_035_02_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_035_02_3.jpg,,201901,202111,
